address,area,city,guest_recommendation,hotel_facilities,hotel_star_rating,latitude,longitude,property_name,property_type,site_review_count,site_review_rating,site_stay_review_rating,state,uniq_id,average_price
"Senapati Bapat Road, Opp. J W Marriott Hotel and Convention Centre, ShivajiNagar, Pune",Shivaji Nagar,Pune,78.0,Bar / Lounge |Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Gardens|ATM / Banking|Fire Place Available |Car Rental|Express Laundry|Newspapers In Lobby|Room Service (24 Hours)|STD / ISD|Parking Facility,3,18.5368823779,73.83039687,Hotel Sahara,Hotel,91.0,3.6,Service Quality::3.4|Amenities::3.4|Food and Drinks::3.4|Value for Money::3.7|Location::4.0|Cleanliness::3.7,Maharashtra,10d2ca4145835ecc524168e09524fdc2,4000
"Rui shiv road , sai temple road shirdi",Rui Shiv Road,Shirdi,0.0,"Doctor on Call|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Pets Allowed|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Conference Facility |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Transfers Available|Car Rental| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Party hall|Room Service",0,19.7705937111,74.4791239552,Hotel Sai Raj,Hotel,1.0,1.0,Service Quality::1.0|Amenities::1.0|Food and Drinks::1.0|Value for Money::1.0|Location::1.0|Cleanliness::1.0,Maharashtra,d8fce32eb7e936570eb7f68435d8ed69,800
"125/6 Red Building opp. viva Natraj Mall,Govind Nagar",Saket Nagar,Kanpur,,Doctor on Call|Internet Access - Surcharge|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|24 Hour Front Desk|Air-Conditioning - Central|Newspapers In Lobby,1,26.4492273,80.3082599,Hotel Royal Galaxy,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Uttar Pradesh,b1f40d659c281724a30cb64846cd1d01,1500
Allahabad Gorakhpur Rd Chachakpur Jaunpur,Wazidpur Tiraha,Jaunpur,,Doctor on Call|Lobby|Front Desk|Luggage Storage,0,25.7447292,82.700989,Hotel river view,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Uttar Pradesh,85262f076479a162e65688bf2c034e06,800
"Moti Bhawan ,Shalimpur Ahara, Behind RBI ,Exhibition Road, Patna",Exhibition Road,Patna,85.0,"Banquet Facilities|Currency Exchange|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Locker Facility|Non Smoking Hotel|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Air-Conditioning - Central|Power Backup|Computer Rental|Wedding Services Facility|Multi Lingual Staff|Wake-up Call / Service|Suitable For Children|Conference Facility |Access Via Exterior Corridors|ATM / Banking|Multi - Line Phone|Fire Place Available |Cell Phone Rental|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Extra Person / Child - Share the same room|Express Laundry|Oxygen Cylinder (on request)|Taxi Services|Postal / Parcel Services|Family Room|Room Service (24 Hours)| Cook Services|Party hall|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Guide / Sightseeing Service|Laptop Available on Hire|Airport Transfer Free|Outdoor Parking - Secured|Parking Facility|Room Service|Fire Safety|CCTV|First-Aid Kit at Front Desk|Full Time Operation for All 7 Days|Hotel Trading License|Pest Control Facility|Porter Services Available|Security at All Hotel Entrances|Suites",0,25.6135145426,85.1457935048,Hotel Relax Inn,Hotel,195.0,4.1,Service Quality::4.3|Amenities::4.1|Food and Drinks::4.2|Value for Money::4.1|Location::4.0|Cleanliness::4.4,Bihar,e26809eb05d0972efd6a4e6af8328422,800
"NEAR J AND K BANK, SARSWATI CHOWK, RAILWAY ROAD KATRA.",Railway Road,Katra,100.0,"Airport Transfer Available / Surcharge|Doctor on Call|Internet Access - Surcharge|Laundry Service Available|Lobby|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Power Backup|Wake-up Call / Service|ATM / Banking|Kitchen available (home cook food on request)|Pick Up and Drop (Rly Station, Bus Stand, Temple)|Open Air Restaurant / Dining |Transfers Available|Shopping Drop Facility (on fixed timings)|Vegetarian Food / Jain Food Available|Extra Person / Child - Share the same room|Village Visit ( Chargeable )|Car Rental|Taxi Services|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services|Family Room|Room Service (24 Hours)|Parking (Surcharge)| Cook Services|Air / Rail Booking|STD / ISD|Baggage Room|Courier Service|Laptop Available on Hire|Internet / Fax (Reception area only)|Adjoining Rooms|Airport Transfer Free|Parking Facility|Internet Access|Room Service|CCTV|Full Time Operation for All 7 Days|Paid Transfers|Public Restrooms|Speciality Restaurant |Stamps and Mailing Facility|Suites",2,32.9869415,74.9316134,HOTEL SANIA,Hotel,4.0,3.6,Service Quality::4.2|Amenities::4.2|Food and Drinks::4.3|Value for Money::4.2|Location::4.2|Cleanliness::4.3,Jammu and Kashmir,cdc4a151b26b2241d9635d8c04bbfb72,2600
"1-7-227 TO 234,  Ist FLOOR, PARADISE CIRCEL,M.G.ROAD,ADJACENT TO CENTRAL TELEGRAPH OFFICE,SEC-BAD",Secunderabad,Hyderabad,86.0,Laundry Service Available|Lobby|Front Desk|Power Backup,0,17.4429333097,78.487369068,HOTEL REGAL,Lodge,15.0,3.9,Service Quality::3.9|Amenities::3.7|Food and Drinks::2.6|Value for Money::4.0|Location::4.1|Cleanliness::3.0,Andhra Pradesh,b91fa2a2411d8ba5464a885902193b87,800
"Near Rohtang Beas Bridge, Nagar Road, Manali Distt. Kullu Himachal Pradesh 175131","Aleo, Left Bank",Manali,79.0,Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Internet Access Free|Baggage Room,2,32.2445508602,77.1920672613,Hotel River Inn,Hotel,34.0,3.9,Service Quality::3.8|Amenities::3.9|Food and Drinks::3.8|Value for Money::4.1|Location::4.3|Cleanliness::3.9,Himachal Pradesh,884d288c852f3fd57dc8ef9f2f2f7c6f,2600
"17/58 C,Main Road,Vivekanandhapuram",Main Road,Kanyakumari,67.0,Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Power Backup|Gardens|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility,0,8.0912351,77.549293,Hotel Rehoboth,Lodge,71.0,3.3,Service Quality::3.1|Amenities::2.9|Food and Drinks::2.5|Value for Money::3.4|Location::3.3|Cleanliness::2.9,Tamil Nadu,b8e19b76661d8416f1bb4a686569fe93,800
"Next to Bank of Baroda, Ambethan Chowk, Pune Nasik Road, Chakan, Maharashtra 410501",Ambethan Chowk,Chakan,66.0,Bar / Lounge |Doctor on Call|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Power Backup|Gardens|Internet Access Free|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Room Service|Porter Services Available|Public Restrooms,3,18.7602664,73.8630346,Hotel Sahara,Hotel,3.0,2.3,Service Quality::2.3|Amenities::2.3|Food and Drinks::2.3|Value for Money::2.7|Location::2.3|Cleanliness::2.3,Maharashtra,a8825a9b032f7f2dc38df92ad340e901,4000
Shyam Vihar Near Gurukul Kangri Pharmacy Kankhal,Kankhal,Haridwar,,Doctor on Call|Parking Facilities Available|Front Desk|Room Service,0,29.9262838,78.1464665,Hotel Sangam Heritage,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Uttarakhand,c780542e65390918aa6b18bc7de82f0c,800
"Old Road, Sheynam, Leh",Old Road,Leh,64.0,Airport Transfer Available / Surcharge|Bar / Lounge |Business Center |Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Valet service|24 Hour Front Desk|Medical Assistance Available|Welcome Drinks|Power Backup|Gardens|Audio - Visual Equipment|Computer Rental|Suitable For Children|Coffee Shop / Cafe|Conference Facility |ATM / Banking|Fax Machine|Kitchen available (home cook food on request)|Floor Butler|Nature Walk|Camel Ride| Bike on Rent|Veg / Non Veg Kitchens Separate |In House Events |Vegetarian Food / Jain Food Available|Car Rental|City Shuttle Service|Food Facility|Internet Access Free|Newspapers In Lobby|Postal / Parcel Services| Cook Services|Air / Rail Booking|Courier Service|Guide / Sightseeing Service|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service,2,34.1541376788,77.5769285095,Hotel Royal Palace,Hotel,14.0,3.6,Service Quality::3.8|Amenities::3.5|Food and Drinks::3.6|Value for Money::3.6|Location::3.5|Cleanliness::3.9,Jammu and Kashmir,47525e0fdf8ce6a99470edc676001bb3,2600
"Guna HO, Laxmi Ganj, Guna","Guna Ho, Laxmi Ganj",Guna,79.0,Banquet Facilities|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Power Backup|Transfers Available|Room Service (24 Hours)|Baggage Room|Courier Service|Outdoor Parking - Secured|Parking Facility,1,24.647893,77.3058772,Hotel Sangeeta,Hotel,79.0,3.6,Service Quality::3.7|Amenities::3.6|Food and Drinks::3.8|Value for Money::3.9|Location::4.1|Cleanliness::4.1,Madhya Pradesh,f59345c6e0bb41ea1568487122c0d925,1500
"Hathroi Market, Ajmer Road",Ajmer Road,Jaipur,,Banquet Facilities|Bar / Lounge |Currency Exchange|Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|Conference Facility |Fax Machine|Car Rental|Taxi Services|Guide / Sightseeing Service|Room Service,0,26.9149920223,75.7958806852,Hotel Rishi,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Rajasthan,1bfd06fda0029bafab37288f16642c7b,800
"National Highway - 20,near Brijraj Stadium,Civil Hospital Road,Nurpur",Nurpur,Kangra,,Laundry Service Available|Parking Facilities Available|Wake-up Call / Service|Room Service,0,32.3001342,75.8853465,Hotel Royal Dream,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Himachal Pradesh,3bef955cdb9a19a46ba51df22bb8667d,800
Opposite Railway Station,Green Chowk,Durg,81.0,Swimming Pool|Bar / Lounge |Business Center |Doctor on Call|Health Club / Gym Facility Available|Laundry Service Available|Library|Lift / Elevator|Parking Facilities Available|Front Desk|Locker Facility|Table Tennis|24 Hour Front Desk|Welcome Drinks|Power Backup|Gardens|Audio - Visual Equipment|Wake-up Call / Service|Sauna|Conference Facility |Kitchen available (home cook food on request)|Jacuzzi|Veg / Non Veg Kitchens Separate |Vegetarian Food / Jain Food Available|Car Rental|Taxi Services|Board Room| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Party hall|Air / Rail Booking|Baggage Room|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service|CCTV|Pest Control Facility|Public Restrooms,3,21.1989823,81.2901904,Hotel Sagar International,Hotel,22.0,4.5,Service Quality::4.6|Amenities::4.6|Food and Drinks::5.0|Value for Money::4.5|Location::4.7|Cleanliness::5.0,Chhattisgarh,f0645f7784c0df6138d6b20af9178fdf,4000
"Kankuri Road , Behind Nagar Panchayat Shirdi.",Temple Area,Shirdi,,Lift / Elevator|Parking Facilities Available|Front Desk|Power Backup|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility,3,19.7668633,74.4772614,Hotel Sai Laxmi,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Maharashtra,7af57517bffe71545804d52978347547,4000
"Samdariya House, Russel Chowk, Napier Town",Russel Chowk,Jabalpur,75.0,"Banquet Facilities|Business Center |Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Locker Facility|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Doorman|Air-Conditioning - Central|Power Backup|Wedding Services Facility|Catering|Wake-up Call / Service|Coffee Shop / Cafe|Conference Facility |ATM / Banking|Kitchen available (home cook food on request)|Fire Place Available |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Transfers Available|Vegetarian Food / Jain Food Available|Car Rental|Express Laundry|Board Room|Food Facility| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Party hall|Air / Rail Booking|Baggage Room|Courier Service|Guide / Sightseeing Service|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access|Restaurant|Room Service",2,23.1628418,79.9379486,Hotel Samdariya inn,Hotel,334.0,3.8,Service Quality::3.8|Amenities::3.6|Food and Drinks::4.0|Value for Money::3.8|Location::4.0|Cleanliness::3.9,Madhya Pradesh,4f597f3a4278a62006a70a429817cbe7,2600
"47/16 , old rajendra nagar, Rajender Nagar, near rajendra place metro station, gate 3, Delhi",Karol Bagh Area,Delhi,44.0,Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lobby|Parking Facilities Available|Front Desk|Locker Facility|Local Tour / Travel Desk|Power Backup|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|RO Water Purification System|Outdoor Parking - Secured|Parking Facility,2,28.617848,77.211335,Hotel Sagar Palace,Hotel,9.0,3.4,Service Quality::2.9|Amenities::2.9|Food and Drinks::3.5|Value for Money::3.0|Location::3.5|Cleanliness::2.9,Delhi,33d8447f6b5b6a303161baa78a29698c,2600
"Opp. Railway Station Road, Manmad Nagar Highway, A/P Korhale, Nimgaon, Shirdi, Maharashtra",Others,Shirdi,,24 Hour Front Desk|Room Service (24 Hours),0,19.7764571,74.4710964,Hotel Sai Shriyash,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Maharashtra,f7230d0f6fa2ea4ad7a84ec59c0e3cde,800
"Mannar Thiruvalla Road,  Kadapra, Valanjavattom, Thiruvalla Pathanamthitta Dist","Pathanapuram Highway, Adoor",Pathanamthitta,,Doctor on Call|Parking Facilities Available|Front Desk|Local Tour / Travel Desk|Room Service|Public Restrooms,0,9.3834522,76.574057,HOTEL ROYAL INDRAPRASTHA,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Kerala,786975debe47440ee12698b31fc42da6,800
"Nagar Manmad Road, Near 500 Rooms",Nagar- Manmad Highway,Shirdi,,Business Center |Concierge|Currency Exchange|Disabled Friendly Facilities |Doctor on Call|Dry Cleaning|Games Zone|Gift Shop |Health Club / Gym Facility Available|Internet Access - Surcharge|Laundry Service Available|Library|Lift / Elevator|Non Smoking Rooms|Parking Facilities Available|Pets Allowed|Private / Plunge Pool|Front Desk|Multi Cuisine Restaurant |Locker Facility|Secretarial Services|Non Smoking Hotel|Spa On Site - Chargeable|Solarium|Squash court|Table Tennis|Tennis Court|Local Tour / Travel Desk,1,19.7668633,74.4772614,Hotel Sai Amey,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Maharashtra,528f7c22e04c170df42a6c7feef34279,1500
"Rail Gate Lataguri, NH31, Nimna Tandu Forest, West Bengal 735219, India",Gorumara National Park,Lataguri,,Doctor on Call|Front Desk|Power Backup|Wake-up Call / Service|Parking Facility|Room Service,0,26.7181698,88.81187,Hotel Sahajogi,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,West Bengal,8f313276391d204eb93f1957d316012d,800
"M.L.B. Road, Shinde ki Chawni",Lashkar,Gwalior,,Banquet Facilities|Bar / Lounge |Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant,0,26.206162,78.1652008,Hotel Regal,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Madhya Pradesh,32ea40cb045d8ee7fc40132546269456,800
"8, JOHN SELVARAJ NAGAR,  NEAR BUS STAND KUMBAKONAM",Others,Kumbakonam,77.0,Doctor on Call|Laundry Service Available|Lift / Elevator|Lobby|Front Desk|Power Backup|Room Service (24 Hours),0,10.9584247539,79.3893042919,Hotel Royal Park,Hotel,9.0,3.7,Service Quality::3.6|Amenities::3.5|Food and Drinks::3.5|Value for Money::3.8|Location::4.1|Cleanliness::3.5,Tamil Nadu,b6ab378d6269e6b08bd0da6761fdec6b,800
"895-898,Gali Chandi Wail,Main Bazaar",Paharganj,Delhi,80.0,Doctor on Call|Lobby|Newspapers In Lobby,0,28.6416293067,77.2148807396,Hotel S.B. INN,Hotel,5.0,4.0,Service Quality::3.8|Amenities::3.8|Food and Drinks::4.0|Value for Money::3.8|Location::3.8|Cleanliness::4.0,Delhi,0a7804ce6738fd0ac41d31f4cf1763eb,800
"Hotel Royal Holidays 17a/35, W.E.A, Karol Bagh, Near Jessa Ram Hospital New Delhi - 110005",Karol Bagh Area,Delhi,69.0,Business Center |Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Locker Facility|24 Hour Front Desk|Doorman|Medical Assistance Available|Power Backup|Gardens|Audio - Visual Equipment|Computer Rental|Suitable For Children|Conference Facility |Fax Machine|Floor Butler|Massage Services |Car Rental|Board Room|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)|Parking (Surcharge)| Cook Services|Air / Rail Booking|Courier Service|Guide / Sightseeing Service|Courtesy Coach|Airport Transfer Free|Outdoor Parking - Secured|Parking Facility,3,28.64577,77.1901283,HOTEL ROYAL HOLIDAYS,Hotel,13.0,3.8,Service Quality::3.8|Amenities::3.7|Food and Drinks::2.3|Value for Money::3.8|Location::3.9|Cleanliness::2.9,Delhi,9376f0a89ee3548de00a6d70d8362353,4000
"Silver Oak Platinium, Opposite H.P. Gas Agency shirdi.",Pimpalwadi Road,Shirdi,,Parking Facilities Available|Front Desk|Parking Facility|Room Service|Public Restrooms,2,19.7668633,74.4772614,HOTEL SAI GOVIND,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Maharashtra,f9d44a1fdeb13b9b27c1df37d91251dc,2600
"Hotel Sairam , Near Sunar Gourang Temple",Chakratirtha Road,Puri,,Lobby|Front Desk|Local Tour / Travel Desk|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Multi Lingual Staff|Suitable For Children|Separate Sitting Area|Water Dispenser Available|City Shuttle Service|Newspapers In Lobby|Air / Rail Booking|Courier Service,0,19.8034208,85.8454171,Hotel Sairam,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Orissa,87d912a262b8a11d9ccda3f7d77b1100,800
"Opp. Pushpakunj Society, Nr. Apsara Aradhana Cinema,Kankaria,Maninagar",Maninagar,Ahmedabad,,Doctor on Call|Front Desk|24 Hour Front Desk|Outdoor Parking - Secured|First-Aid Kit at Front Desk,0,22.9961698,72.5995843,Hotel Royal Landmark,Hotel,,,Service Quality::|Amenities::|Food and Drinks::|Value for Money::|Location::|Cleanliness::,Gujarat,9e171a552bbb4074c805ac7742be921d,800
"122/A , New station square ,Unit 3 Kharvel Nagar",Janpath,Bhubaneswar,63.0,,2,20.2681669952,85.8432251215,Hotel Richi,Hotel,225.0,3.0,Service Quality::3.0|Amenities::2.9|Food and Drinks::3.1|Value for Money::3.2|Location::3.9|Cleanliness::2.9,Orissa,8f9e15983a686674452ee41c4df974f0,2600
"Opp 500 Room, Nagar Manmad Road, Shirdi.",Pimpalwadi Road,Shirdi,55.0,Doctor on Call|Dry Cleaning|Laundry Service Available|Lift / Elevator|Lobby|Room Service (24 Hours),2,19.7668633,74.4772614,Hotel Sai Smita,Hotel,9.0,3.7,Service Quality::4.1|Amenities::3.8|Food and Drinks::3.9|Value for Money::3.9|Location::4.1|Cleanliness::3.6,Maharashtra,e9a5dc617edca59ec9752df552092afa,2600
"Tulsiwadi,Opposite AC market Tardeo",Mumbai Central,Mumbai,70.0,Banquet Facilities|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Front Desk|Multi Cuisine Restaurant |Secretarial Services|Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Doorman|Medical Assistance Available|Car Rental|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours),2,18.9726422613,72.8158374526,Hotel Rosewood,Hotel,17.0,3.5,Service Quality::3.5|Amenities::3.5|Food and Drinks::4.0|Value for Money::3.4|Location::3.7|Cleanliness::3.9,Maharashtra,dbba99f25bd91d96c42c6e2096315e88,2600
City Center Main Road  Gwalior-47011 (M.P.) India,City Centre,Gwalior,76.0,"Airport Transfer Available / Surcharge|Business Center |Doctor on Call|Dry Cleaning|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |24 Hour Front Desk|Air-Conditioning - Central|Conference Facility |Pick Up and Drop (Rly Station, Bus Stand, Temple)|Internet Access Free|Newspapers In Lobby|Room Service (24 Hours)",2,26.2182871,78.1828308,Hotel Royal Inn,Hotel,17.0,4.1,Service Quality::3.8|Amenities::4.0|Food and Drinks::3.9|Value for Money::3.9|Location::4.3|Cleanliness::3.9,Madhya Pradesh,b9b85d80001103bda8d5c47673615a94,2600
"56.57, Zone - I M.P.  Nagar Near Chetak Bridge Bhopal",Maharana Pratap Nagar,Bhopal,60.0,Bar / Lounge |Business Center |Laundry Service Available|Lift / Elevator|Front Desk|Power Backup|Internet Access Free|Room Service,0,23.2341502064,77.43523794,Hotel Reva Regency,Hotel,85.0,3.0,Service Quality::2.8|Amenities::2.7|Food and Drinks::2.8|Value for Money::2.9|Location::3.1|Cleanliness::2.9,Madhya Pradesh,e8dda0ba95115544785601d2a770ddde,800
Krishna Paradise III Cross,Yercaud Main Town,Yercaud,86.0,Currency Exchange|Doctor on Call|Laundry Service Available|Lobby|Front Desk|Multi Cuisine Restaurant |Major Credit Cards Accepted|24 Hour Front Desk|Welcome Drinks|Gardens|Conference Facility |Food Facility|Newspapers In Lobby|Room Service (24 Hours)|Airport Transfer Free|Parking Facility,1,11.7860568,78.2051656,Hotel S.K.T Residency,Hotel,44.0,3.9,Service Quality::3.7|Amenities::3.7|Food and Drinks::3.2|Value for Money::4.0|Location::3.9|Cleanliness::3.8,Tamil Nadu,efa1196441158ab9b1b1aabc3a5b05d3,1500
"A-401-4th Floor,Pushpak Complex,Opp. Prahladnagar Garden,Satellite,S.G,Highway,",S.G. Road,Ahmedabad,83.0,Business Center |Currency Exchange|Doctor on Call|Dry Cleaning|Internet Access - Surcharge|Laundry Service Available|Lift / Elevator|Lobby|Parking Facilities Available|Front Desk|Locker Facility|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Gardens|Computer Rental|Wake-up Call / Service|Suitable For Children|Picnic Area|Extra Person / Child - Share the same room|Car Rental|Taxi Services| Drivers Rest Room|Internet Access Free|Newspapers In Lobby|Children's Park|Room Service (24 Hours)| Cook Services|Air / Rail Booking|Baggage Room|Courier Service|Guide / Sightseeing Service|Internet / Fax (Reception area only)|RO Water Purification System|Outdoor Parking - Secured|Parking Facility|Internet Access|Fire Safety,3,23.0116600691,72.5062266836,Hotel Relax Inn,Hotel,56.0,4.2,Service Quality::4.4|Amenities::4.0|Food and Drinks::4.5|Value for Money::4.3|Location::4.5|Cleanliness::4.6,Gujarat,3e3be8c83eb55580b3f71ef7f216fa4d,4000
"#34, Central Street, infantry road",City Center - Mg Road / Near,Bangalore,75.0,Currency Exchange|Doctor on Call|Laundry Service Available|Lift / Elevator|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Local Tour / Travel Desk|Major Credit Cards Accepted|24 Hour Front Desk|Luggage Storage|Medical Assistance Available|Power Backup|Internet Access Free|Room Service (24 Hours)|Outdoor Parking - Secured|Parking Facility|Room Service,2,12.9814173024,77.6029581668,Hotel Royal 34,Hotel,8.0,3.5,Service Quality::3.1|Amenities::3.3|Food and Drinks::3.3|Value for Money::3.1|Location::3.0|Cleanliness::2.9,Karnataka,3a1ae78d2a572a3258b8119c53876a4d,2600
"Nagar -manmad road, opp.renvikar mangal karyalay, savedi, Ahmednagar,",Premdan Chowk,Ahmadnagar,73.0,Laundry Service Available|Lift / Elevator|Lobby|Major Credit Cards Accepted|Power Backup|Newspapers In Lobby|Parking Facility|Room Service,2,19.1150328096,74.7296387516,Hotel Saideep Executive,Hotel,52.0,4.0,Service Quality::3.9|Amenities::3.9|Food and Drinks::3.9|Value for Money::4.0|Location::4.1|Cleanliness::4.2,Maharashtra,c58d5f0800ad819f752a379f711e5712,2600
"Opp Temple Gate no 2, Near SBH Bank, Pimpalwadi Road,  Shirdi.",Pimpalwadi Road,Shirdi,100.0,Parking Facilities Available|Front Desk|24 Hour Front Desk|Power Backup|Car Rental|Newspapers In Lobby|Room Service (24 Hours)|Parking Facility|Public Restrooms,2,19.7691937,74.4760687,Hotel Sai Tulsi,Hotel,2.0,3.8,Service Quality::3.3|Amenities::3.5|Food and Drinks::3.8|Value for Money::4.0|Location::4.5|Cleanliness::3.8,Maharashtra,ec7a73daef065c4d6978bc41b0b813c4,2600
"B-364, Chittaranjan Park",Greater Kailash Area,Delhi,64.0,Currency Exchange|Non Smoking Rooms|Multi Cuisine Restaurant |24 Hour Front Desk|Luggage Storage|Internet Access,3,28.5426683,77.2460266,Hotel Royal Castle,Hotel,17.0,3.4,Service Quality::3.4|Amenities::3.4|Food and Drinks::3.0|Value for Money::3.4|Location::3.3|Cleanliness::2.0,Delhi,db289b3e07938c0c0989779b05e826fe,4000
"Bojoghari, 3rd mile, near tashi view point. (Mg Road 3 Kms far from Hotel RICASA)",Others,Gangtok,100.0,"Bar / Lounge |Doctor on Call|Multi Cuisine Restaurant |Local Tour / Travel Desk|Pick Up and Drop (Rly Station, Bus Stand, Temple)",0,27.3302684,88.6110755,Hotel Ricasa,Hotel,3.0,4.4,Service Quality::4.4|Amenities::4.1|Food and Drinks::4.6|Value for Money::4.1|Location::4.4|Cleanliness::5.0,Sikkim,9f354ea61237c83b9cae9031260056f8,800
"Near Arbud School, Aburoad (29 kms before Mount Abu.)",Abu Road,Mount Abu,78.0,Banquet Facilities|Internet Access - Surcharge|Parking Facilities Available|Front Desk|Multi Cuisine Restaurant |Table Tennis|Major Credit Cards Accepted|Gardens|Conference Facility |Discotheque |Internet Access Free,2,24.4786158918,72.7806920099,Hotel Royal Heritage,Hotel,226.0,4.1,Service Quality::4.0|Amenities::4.0|Food and Drinks::4.0|Value for Money::4.1|Location::4.0|Cleanliness::4.1,Rajasthan,cacb051ba1327fe37c79e526307b0059,2600
